,actual_ta,actual_td,gbtt_pta,gbtt_ptd,late_canc_reason,location,rid,date_of_service,ta_diff,td_diff,actual_lay,gbtt_lay
446,2018-03-14 08:06:00,2018-03-14 08:07:00,2018-03-14 08:05:00,2018-03-14 08:05:00,,HYM,201803147198096,2018-03-14,1.0,2.0,1.0,0.0
447,2018-03-14 08:24:00,2018-03-14 08:25:00,2018-03-14 08:23:00,2018-03-14 08:23:00,,PMT,201803147198096,2018-03-14,1.0,2.0,1.0,0.0
448,2018-03-14 08:29:00,2018-03-14 08:30:00,2018-03-14 08:28:00,2018-03-14 08:28:00,,FKK,201803147198096,2018-03-14,1.0,2.0,1.0,0.0
449,2018-03-14 08:39:00,2018-03-14 08:40:00,2018-03-14 08:38:00,2018-03-14 08:38:00,,CRO,201803147198096,2018-03-14,1.0,2.0,1.0,0.0
450,2018-03-14 08:56:00,,2018-03-14 08:55:00,,,GLQ,201803147198096,2018-03-14,1.0,,,
451,,2018-03-15 08:00:00,,2018-03-15 08:00:00,,EDB,201803157198096,2018-03-15,,0.0,,
452,2018-03-15 08:04:00,2018-03-15 08:07:00,2018-03-15 08:05:00,2018-03-15 08:05:00,,HYM,201803157198096,2018-03-15,-1.0,2.0,3.0,0.0
453,2018-03-15 08:22:00,2018-03-15 08:24:00,2018-03-15 08:23:00,2018-03-15 08:23:00,,PMT,201803157198096,2018-03-15,-1.0,1.0,2.0,0.0
454,2018-03-15 08:28:00,2018-03-15 08:28:00,2018-03-15 08:28:00,2018-03-15 08:28:00,,FKK,201803157198096,2018-03-15,0.0,0.0,0.0,0.0
455,2018-03-15 08:37:00,2018-03-15 08:38:00,2018-03-15 08:38:00,2018-03-15 08:38:00,,CRO,201803157198096,2018-03-15,-1.0,0.0,1.0,0.0
456,2018-03-15 08:55:00,,2018-03-15 08:55:00,,,GLQ,201803157198096,2018-03-15,0.0,,,
457,,2018-03-16 08:01:00,,2018-03-16 08:00:00,,EDB,201803167198096,2018-03-16,,1.0,,
458,2018-03-16 08:05:00,2018-03-16 08:06:00,2018-03-16 08:05:00,2018-03-16 08:05:00,,HYM,201803167198096,2018-03-16,0.0,1.0,1.0,0.0
459,2018-03-16 08:21:00,2018-03-16 08:23:00,2018-03-16 08:23:00,2018-03-16 08:23:00,,PMT,201803167198096,2018-03-16,-2.0,0.0,2.0,0.0
460,2018-03-16 08:27:00,2018-03-16 08:28:00,2018-03-16 08:28:00,2018-03-16 08:28:00,,FKK,201803167198096,2018-03-16,-1.0,0.0,1.0,0.0
461,2018-03-16 08:36:00,2018-03-16 08:38:00,2018-03-16 08:38:00,2018-03-16 08:38:00,,CRO,201803167198096,2018-03-16,-2.0,0.0,2.0,0.0
462,2018-03-16 08:54:00,,2018-03-16 08:55:00,,,GLQ,201803167198096,2018-03-16,-1.0,,,
463,,2018-03-19 07:59:00,,2018-03-19 08:00:00,,EDB,201803197198096,2018-03-19,,-1.0,,
464,2018-03-19 08:03:00,2018-03-19 08:06:00,2018-03-19 08:05:00,2018-03-19 08:05:00,,HYM,201803197198096,2018-03-19,-2.0,1.0,3.0,0.0
465,2018-03-19 08:23:00,2018-03-19 08:24:00,2018-03-19 08:23:00,2018-03-19 08:23:00,,PMT,201803197198096,2018-03-19,0.0,1.0,1.0,0.0
466,2018-03-19 08:28:00,2018-03-19 08:29:00,2018-03-19 08:28:00,2018-03-19 08:28:00,,FKK,201803197198096,2018-03-19,0.0,1.0,1.0,0.0
467,2018-03-19 08:38:00,2018-03-19 08:40:00,2018-03-19 08:38:00,2018-03-19 08:38:00,,CRO,201803197198096,2018-03-19,0.0,2.0,2.0,0.0
468,2018-03-19 08:58:00,,2018-03-19 08:55:00,,,GLQ,201803197198096,2018-03-19,3.0,,,
469,,2018-03-20 08:02:00,,2018-03-20 08:00:00,,EDB,201803207198096,2018-03-20,,2.0,,
470,2018-03-20 08:05:00,2018-03-20 08:07:00,2018-03-20 08:05:00,2018-03-20 08:05:00,,HYM,201803207198096,2018-03-20,0.0,2.0,2.0,0.0
471,2018-03-20 08:24:00,2018-03-20 08:25:00,2018-03-20 08:23:00,2018-03-20 08:23:00,,PMT,201803207198096,2018-03-20,1.0,2.0,1.0,0.0
472,2018-03-20 08:29:00,2018-03-20 08:29:00,2018-03-20 08:28:00,2018-03-20 08:28:00,,FKK,201803207198096,2018-03-20,1.0,1.0,0.0,0.0
473,2018-03-20 08:39:00,2018-03-20 08:40:00,2018-03-20 08:38:00,2018-03-20 08:38:00,,CRO,201803207198096,2018-03-20,1.0,2.0,1.0,0.0
474,2018-03-20 08:55:00,,2018-03-20 08:55:00,,,GLQ,201803207198096,2018-03-20,0.0,,,
475,,2018-03-21 08:00:00,,2018-03-21 08:00:00,,EDB,201803217198096,2018-03-21,,0.0,,
476,2018-03-21 08:04:00,2018-03-21 08:06:00,2018-03-21 08:05:00,2018-03-21 08:05:00,,HYM,201803217198096,2018-03-21,-1.0,1.0,2.0,0.0
477,2018-03-21 08:23:00,2018-03-21 08:24:00,2018-03-21 08:23:00,2018-03-21 08:23:00,,PMT,201803217198096,2018-03-21,0.0,1.0,1.0,0.0
478,2018-03-21 08:28:00,2018-03-21 08:29:00,2018-03-21 08:28:00,2018-03-21 08:28:00,,FKK,201803217198096,2018-03-21,0.0,1.0,1.0,0.0
479,2018-03-21 08:38:00,2018-03-21 08:39:00,2018-03-21 08:38:00,2018-03-21 08:38:00,,CRO,201803217198096,2018-03-21,0.0,1.0,1.0,0.0
480,2018-03-21 08:56:00,,2018-03-21 08:55:00,,,GLQ,201803217198096,2018-03-21,1.0,,,
481,,2018-03-22 08:00:00,,2018-03-22 08:00:00,,EDB,201803227198096,2018-03-22,,0.0,,
482,2018-03-22 08:04:00,2018-03-22 08:05:00,2018-03-22 08:05:00,2018-03-22 08:05:00,,HYM,201803227198096,2018-03-22,-1.0,0.0,1.0,0.0
483,2018-03-22 08:21:00,2018-03-22 08:23:00,2018-03-22 08:23:00,2018-03-22 08:23:00,,PMT,201803227198096,2018-03-22,-2.0,0.0,2.0,0.0
484,2018-03-22 08:27:00,2018-03-22 08:28:00,2018-03-22 08:28:00,2018-03-22 08:28:00,,FKK,201803227198096,2018-03-22,-1.0,0.0,1.0,0.0
485,2018-03-22 08:37:00,2018-03-22 08:39:00,2018-03-22 08:38:00,2018-03-22 08:38:00,,CRO,201803227198096,2018-03-22,-1.0,1.0,2.0,0.0
486,2018-03-22 08:56:00,,2018-03-22 08:55:00,,,GLQ,201803227198096,2018-03-22,1.0,,,
487,,2018-03-23 08:02:00,,2018-03-23 08:00:00,,EDB,201803237198096,2018-03-23,,2.0,,
488,2018-03-23 08:05:00,2018-03-23 08:06:00,2018-03-23 08:05:00,2018-03-23 08:05:00,,HYM,201803237198096,2018-03-23,0.0,1.0,1.0,0.0
489,2018-03-23 08:22:00,2018-03-23 08:24:00,2018-03-23 08:23:00,2018-03-23 08:23:00,,PMT,201803237198096,2018-03-23,-1.0,1.0,2.0,0.0
490,2018-03-23 08:28:00,2018-03-23 08:29:00,2018-03-23 08:28:00,2018-03-23 08:28:00,,FKK,201803237198096,2018-03-23,0.0,1.0,1.0,0.0
491,2018-03-23 08:37:00,2018-03-23 08:39:00,2018-03-23 08:38:00,2018-03-23 08:38:00,,CRO,201803237198096,2018-03-23,-1.0,1.0,2.0,0.0
492,2018-03-23 08:58:00,,2018-03-23 08:55:00,,,GLQ,201803237198096,2018-03-23,3.0,,,
493,,2018-03-26 08:01:00,,2018-03-26 08:00:00,,EDB,201803267198096,2018-03-26,,1.0,,
494,2018-03-26 08:04:00,2018-03-26 08:05:00,2018-03-26 08:05:00,2018-03-26 08:05:00,,HYM,201803267198096,2018-03-26,-1.0,0.0,1.0,0.0
495,2018-03-26 08:21:00,2018-03-26 08:23:00,2018-03-26 08:23:00,2018-03-26 08:23:00,,PMT,201803267198096,2018-03-26,-2.0,0.0,2.0,0.0
496,2018-03-26 08:27:00,2018-03-26 08:28:00,2018-03-26 08:28:00,2018-03-26 08:28:00,,FKK,201803267198096,2018-03-26,-1.0,0.0,1.0,0.0
497,2018-03-26 08:37:00,2018-03-26 08:38:00,2018-03-26 08:38:00,2018-03-26 08:38:00,,CRO,201803267198096,2018-03-26,-1.0,0.0,1.0,0.0
498,2018-03-26 08:57:00,,2018-03-26 08:55:00,,,GLQ,201803267198096,2018-03-26,2.0,,,
499,,2018-01-29 08:03:00,,2018-01-29 08:00:00,,EDB,201801297198096,2018-01-29,,3.0,,
500,2018-01-29 08:07:00,2018-01-29 08:09:00,2018-01-29 08:05:00,2018-01-29 08:05:00,,HYM,201801297198096,2018-01-29,2.0,4.0,2.0,0.0
501,2018-01-29 08:28:00,2018-01-29 08:29:00,2018-01-29 08:23:00,2018-01-29 08:23:00,,PMT,201801297198096,2018-01-29,5.0,6.0,1.0,0.0
502,2018-01-29 08:33:00,2018-01-29 08:34:00,2018-01-29 08:28:00,2018-01-29 08:28:00,,FKK,201801297198096,2018-01-29,5.0,6.0,1.0,0.0
503,2018-01-29 08:43:00,2018-01-29 08:44:00,2018-01-29 08:38:00,2018-01-29 08:38:00,,CRO,201801297198096,2018-01-29,5.0,6.0,1.0,0.0
504,2018-01-29 09:01:00,,2018-01-29 09:00:00,,,GLQ,201801297198096,2018-01-29,1.0,,,
505,,2018-01-30 08:00:00,,2018-01-30 08:00:00,,EDB,201801307198096,2018-01-30,,0.0,,
506,2018-01-30 08:03:00,2018-01-30 08:05:00,2018-01-30 08:05:00,2018-01-30 08:05:00,,HYM,201801307198096,2018-01-30,-2.0,0.0,2.0,0.0
507,2018-01-30 08:27:00,2018-01-30 08:28:00,2018-01-30 08:23:00,2018-01-30 08:23:00,,PMT,201801307198096,2018-01-30,4.0,5.0,1.0,0.0
508,2018-01-30 08:32:00,2018-01-30 08:33:00,2018-01-30 08:28:00,2018-01-30 08:28:00,,FKK,201801307198096,2018-01-30,4.0,5.0,1.0,0.0
509,2018-01-30 08:41:00,2018-01-30 08:42:00,2018-01-30 08:38:00,2018-01-30 08:38:00,,CRO,201801307198096,2018-01-30,3.0,4.0,1.0,0.0
510,2018-01-30 08:56:00,,2018-01-30 09:00:00,,,GLQ,201801307198096,2018-01-30,-4.0,,,
511,,2018-01-31 08:02:00,,2018-01-31 08:00:00,,EDB,201801317198096,2018-01-31,,2.0,,
512,2018-01-31 08:09:00,2018-01-31 08:10:00,2018-01-31 08:05:00,2018-01-31 08:05:00,,HYM,201801317198096,2018-01-31,4.0,5.0,1.0,0.0
513,2018-01-31 08:28:00,2018-01-31 08:29:00,2018-01-31 08:23:00,2018-01-31 08:23:00,,PMT,201801317198096,2018-01-31,5.0,6.0,1.0,0.0
514,2018-01-31 08:32:00,2018-01-31 08:34:00,2018-01-31 08:28:00,2018-01-31 08:28:00,,FKK,201801317198096,2018-01-31,4.0,6.0,2.0,0.0
515,2018-01-31 08:42:00,2018-01-31 08:44:00,2018-01-31 08:38:00,2018-01-31 08:38:00,,CRO,201801317198096,2018-01-31,4.0,6.0,2.0,0.0
516,2018-01-31 09:02:00,,2018-01-31 09:00:00,,,GLQ,201801317198096,2018-01-31,2.0,,,
517,,2018-02-01 08:00:00,,2018-02-01 08:00:00,,EDB,201802017198096,2018-02-01,,0.0,,
518,2018-02-01 08:04:00,2018-02-01 08:05:00,2018-02-01 08:05:00,2018-02-01 08:05:00,,HYM,201802017198096,2018-02-01,-1.0,0.0,1.0,0.0
519,2018-02-01 08:22:00,2018-02-01 08:23:00,2018-02-01 08:23:00,2018-02-01 08:23:00,,PMT,201802017198096,2018-02-01,-1.0,0.0,1.0,0.0
520,2018-02-01 08:27:00,2018-02-01 08:28:00,2018-02-01 08:28:00,2018-02-01 08:28:00,,FKK,201802017198096,2018-02-01,-1.0,0.0,1.0,0.0
521,2018-02-01 08:37:00,2018-02-01 08:38:00,2018-02-01 08:38:00,2018-02-01 08:38:00,,CRO,201802017198096,2018-02-01,-1.0,0.0,1.0,0.0
522,2018-02-01 08:55:00,,2018-02-01 09:00:00,,,GLQ,201802017198096,2018-02-01,-5.0,,,
523,,2018-02-02 08:01:00,,2018-02-02 08:00:00,,EDB,201802027198096,2018-02-02,,1.0,,
524,2018-02-02 08:04:00,2018-02-02 08:05:00,2018-02-02 08:05:00,2018-02-02 08:05:00,,HYM,201802027198096,2018-02-02,-1.0,0.0,1.0,0.0
525,2018-02-02 08:23:00,2018-02-02 08:23:00,2018-02-02 08:23:00,2018-02-02 08:23:00,,PMT,201802027198096,2018-02-02,0.0,0.0,0.0,0.0
526,2018-02-02 08:27:00,2018-02-02 08:28:00,2018-02-02 08:28:00,2018-02-02 08:28:00,,FKK,201802027198096,2018-02-02,-1.0,0.0,1.0,0.0
527,2018-02-02 08:36:00,2018-02-02 08:38:00,2018-02-02 08:38:00,2018-02-02 08:38:00,,CRO,201802027198096,2018-02-02,-2.0,0.0,2.0,0.0
528,2018-02-02 08:57:00,,2018-02-02 09:00:00,,,GLQ,201802027198096,2018-02-02,-3.0,,,
529,,,,2018-02-28 08:00:00,,EDB,201802287198096,2018-02-28,,,,
530,,,2018-02-28 08:05:00,2018-02-28 08:05:00,,HYM,201802287198096,2018-02-28,,,,0.0
531,,,2018-02-28 08:23:00,2018-02-28 08:23:00,,PMT,201802287198096,2018-02-28,,,,0.0
532,,,2018-02-28 08:28:00,2018-02-28 08:28:00,,FKK,201802287198096,2018-02-28,,,,0.0
533,,,2018-02-28 08:38:00,2018-02-28 08:38:00,,CRO,201802287198096,2018-02-28,,,,0.0
534,,,2018-02-28 09:05:00,,,GLQ,201802287198096,2018-02-28,,,,
535,,,,2018-03-01 08:00:00,820,EDB,201803017198096,2018-03-01,,,,
536,,,2018-03-01 08:05:00,2018-03-01 08:05:00,820,HYM,201803017198096,2018-03-01,,,,0.0
537,,,2018-03-01 08:23:00,2018-03-01 08:23:00,820,PMT,201803017198096,2018-03-01,,,,0.0
538,,,2018-03-01 08:28:00,2018-03-01 08:28:00,820,FKK,201803017198096,2018-03-01,,,,0.0
539,,,2018-03-01 08:38:00,2018-03-01 08:38:00,820,CRO,201803017198096,2018-03-01,,,,0.0
540,,,2018-03-01 09:05:00,,820,GLQ,201803017198096,2018-03-01,,,,
541,,2018-02-05 08:15:00,,2018-02-05 08:15:00,,EDB,201802057198108,2018-02-05,,0.0,,
542,2018-02-05 08:20:00,2018-02-05 08:21:00,2018-02-05 08:19:00,2018-02-05 08:19:00,,HYM,201802057198108,2018-02-05,1.0,2.0,1.0,0.0
543,2018-02-05 08:34:00,2018-02-05 08:35:00,2018-02-05 08:34:00,2018-02-05 08:34:00,,LIN,201802057198108,2018-02-05,0.0,1.0,1.0,0.0
544,2018-02-05 08:40:00,2018-02-05 08:41:00,2018-02-05 08:40:00,2018-02-05 08:41:00,,PMT,201802057198108,2018-02-05,0.0,0.0,1.0,1.0
545,2018-02-05 08:46:00,2018-02-05 08:46:00,2018-02-05 08:45:00,2018-02-05 08:46:00,,FKK,201802057198108,2018-02-05,1.0,0.0,0.0,1.0
546,2018-02-05 09:06:00,,2018-02-05 09:06:00,,,GLQ,201802057198108,2018-02-05,0.0,,,
547,,2018-02-06 08:15:00,,2018-02-06 08:15:00,,EDB,201802067198108,2018-02-06,,0.0,,
548,2018-02-06 08:19:00,2018-02-06 08:20:00,2018-02-06 08:19:00,2018-02-06 08:19:00,,HYM,201802067198108,2018-02-06,0.0,1.0,1.0,0.0
549,2018-02-06 08:34:00,2018-02-06 08:35:00,2018-02-06 08:34:00,2018-02-06 08:34:00,,LIN,201802067198108,2018-02-06,0.0,1.0,1.0,0.0
550,2018-02-06 08:40:00,2018-02-06 08:41:00,2018-02-06 08:40:00,2018-02-06 08:41:00,,PMT,201802067198108,2018-02-06,0.0,0.0,1.0,1.0
551,2018-02-06 08:46:00,2018-02-06 08:47:00,2018-02-06 08:45:00,2018-02-06 08:46:00,,FKK,201802067198108,2018-02-06,1.0,1.0,1.0,1.0
552,2018-02-06 09:13:00,,2018-02-06 09:06:00,,,GLQ,201802067198108,2018-02-06,7.0,,,
553,,2018-02-07 08:15:00,,2018-02-07 08:15:00,,EDB,201802077198108,2018-02-07,,0.0,,
554,2018-02-07 08:19:00,2018-02-07 08:20:00,2018-02-07 08:19:00,2018-02-07 08:19:00,,HYM,201802077198108,2018-02-07,0.0,1.0,1.0,0.0
555,2018-02-07 08:34:00,2018-02-07 08:35:00,2018-02-07 08:34:00,2018-02-07 08:34:00,,LIN,201802077198108,2018-02-07,0.0,1.0,1.0,0.0
556,2018-02-07 08:40:00,2018-02-07 08:42:00,2018-02-07 08:40:00,2018-02-07 08:41:00,,PMT,201802077198108,2018-02-07,0.0,1.0,2.0,1.0
557,2018-02-07 08:46:00,2018-02-07 08:47:00,2018-02-07 08:45:00,2018-02-07 08:46:00,,FKK,201802077198108,2018-02-07,1.0,1.0,1.0,1.0
558,2018-02-07 09:17:00,,2018-02-07 09:06:00,,,GLQ,201802077198108,2018-02-07,11.0,,,
559,,2018-02-08 08:15:00,,2018-02-08 08:15:00,,EDB,201802087198108,2018-02-08,,0.0,,
560,2018-02-08 08:19:00,2018-02-08 08:20:00,2018-02-08 08:19:00,2018-02-08 08:19:00,,HYM,201802087198108,2018-02-08,0.0,1.0,1.0,0.0
561,2018-02-08 08:34:00,2018-02-08 08:35:00,2018-02-08 08:34:00,2018-02-08 08:34:00,,LIN,201802087198108,2018-02-08,0.0,1.0,1.0,0.0
562,2018-02-08 08:40:00,2018-02-08 08:41:00,2018-02-08 08:40:00,2018-02-08 08:41:00,,PMT,201802087198108,2018-02-08,0.0,0.0,1.0,1.0
563,2018-02-08 08:46:00,2018-02-08 08:46:00,2018-02-08 08:45:00,2018-02-08 08:46:00,,FKK,201802087198108,2018-02-08,1.0,0.0,0.0,1.0
564,2018-02-08 09:10:00,,2018-02-08 09:06:00,,,GLQ,201802087198108,2018-02-08,4.0,,,
565,,2018-02-09 08:17:00,,2018-02-09 08:15:00,,EDB,201802097198108,2018-02-09,,2.0,,
566,2018-02-09 08:20:00,2018-02-09 08:21:00,2018-02-09 08:19:00,2018-02-09 08:19:00,,HYM,201802097198108,2018-02-09,1.0,2.0,1.0,0.0
567,2018-02-09 08:34:00,2018-02-09 08:36:00,2018-02-09 08:34:00,2018-02-09 08:34:00,,LIN,201802097198108,2018-02-09,0.0,2.0,2.0,0.0
568,2018-02-09 08:41:00,2018-02-09 08:42:00,2018-02-09 08:40:00,2018-02-09 08:41:00,,PMT,201802097198108,2018-02-09,1.0,1.0,1.0,1.0
569,2018-02-09 08:46:00,2018-02-09 08:47:00,2018-02-09 08:45:00,2018-02-09 08:46:00,,FKK,201802097198108,2018-02-09,1.0,1.0,1.0,1.0
570,2018-02-09 09:07:00,,2018-02-09 09:06:00,,,GLQ,201802097198108,2018-02-09,1.0,,,
571,,2018-02-12 08:15:00,,2018-02-12 08:15:00,,EDB,201802127198108,2018-02-12,,0.0,,
572,2018-02-12 08:19:00,2018-02-12 08:20:00,2018-02-12 08:19:00,2018-02-12 08:19:00,,HYM,201802127198108,2018-02-12,0.0,1.0,1.0,0.0
573,2018-02-12 08:36:00,2018-02-12 08:37:00,2018-02-12 08:34:00,2018-02-12 08:34:00,,LIN,201802127198108,2018-02-12,2.0,3.0,1.0,0.0
574,2018-02-12 08:44:00,2018-02-12 08:45:00,2018-02-12 08:40:00,2018-02-12 08:41:00,,PMT,201802127198108,2018-02-12,4.0,4.0,1.0,1.0
575,2018-02-12 08:49:00,2018-02-12 08:50:00,2018-02-12 08:45:00,2018-02-12 08:46:00,,FKK,201802127198108,2018-02-12,4.0,4.0,1.0,1.0
576,2018-02-12 09:08:00,,2018-02-12 09:06:00,,,GLQ,201802127198108,2018-02-12,2.0,,,
577,,2018-02-13 08:14:00,,2018-02-13 08:15:00,,EDB,201802137198108,2018-02-13,,-1.0,,
578,2018-02-13 08:18:00,2018-02-13 08:19:00,2018-02-13 08:19:00,2018-02-13 08:19:00,,HYM,201802137198108,2018-02-13,-1.0,0.0,1.0,0.0
579,2018-02-13 08:33:00,2018-02-13 08:34:00,2018-02-13 08:34:00,2018-02-13 08:34:00,,LIN,201802137198108,2018-02-13,-1.0,0.0,1.0,0.0
580,2018-02-13 08:39:00,2018-02-13 08:40:00,2018-02-13 08:40:00,2018-02-13 08:41:00,,PMT,201802137198108,2018-02-13,-1.0,-1.0,1.0,1.0
581,2018-02-13 08:45:00,2018-02-13 08:45:00,2018-02-13 08:45:00,2018-02-13 08:46:00,,FKK,201802137198108,2018-02-13,0.0,-1.0,0.0,1.0
582,2018-02-13 09:08:00,,2018-02-13 09:06:00,,,GLQ,201802137198108,2018-02-13,2.0,,,
583,,2018-02-14 08:16:00,,2018-02-14 08:15:00,,EDB,201802147198108,2018-02-14,,1.0,,
584,2018-02-14 08:20:00,2018-02-14 08:20:00,2018-02-14 08:19:00,2018-02-14 08:19:00,,HYM,201802147198108,2018-02-14,1.0,1.0,0.0,0.0
585,2018-02-14 08:34:00,2018-02-14 08:36:00,2018-02-14 08:34:00,2018-02-14 08:34:00,,LIN,201802147198108,2018-02-14,0.0,2.0,2.0,0.0
586,2018-02-14 08:41:00,2018-02-14 08:42:00,2018-02-14 08:40:00,2018-02-14 08:41:00,,PMT,201802147198108,2018-02-14,1.0,1.0,1.0,1.0
587,2018-02-14 08:46:00,2018-02-14 08:47:00,2018-02-14 08:45:00,2018-02-14 08:46:00,,FKK,201802147198108,2018-02-14,1.0,1.0,1.0,1.0
588,2018-02-14 09:10:00,,2018-02-14 09:06:00,,,GLQ,201802147198108,2018-02-14,4.0,,,
589,,2018-02-15 08:15:00,,2018-02-15 08:15:00,,EDB,201802157198108,2018-02-15,,0.0,,
590,2018-02-15 08:19:00,2018-02-15 08:20:00,2018-02-15 08:19:00,2018-02-15 08:19:00,,HYM,201802157198108,2018-02-15,0.0,1.0,1.0,0.0
591,2018-02-15 08:33:00,2018-02-15 08:35:00,2018-02-15 08:34:00,2018-02-15 08:34:00,,LIN,201802157198108,2018-02-15,-1.0,1.0,2.0,0.0
592,2018-02-15 08:40:00,2018-02-15 08:41:00,2018-02-15 08:40:00,2018-02-15 08:41:00,,PMT,201802157198108,2018-02-15,0.0,0.0,1.0,1.0
593,2018-02-15 08:46:00,2018-02-15 08:47:00,2018-02-15 08:45:00,2018-02-15 08:46:00,,FKK,201802157198108,2018-02-15,1.0,1.0,1.0,1.0
594,2018-02-15 09:06:00,,2018-02-15 09:06:00,,,GLQ,201802157198108,2018-02-15,0.0,,,
595,,2018-02-16 08:14:00,,2018-02-16 08:15:00,,EDB,201802167198108,2018-02-16,,-1.0,,
596,2018-02-16 08:18:00,2018-02-16 08:19:00,2018-02-16 08:19:00,2018-02-16 08:19:00,,HYM,201802167198108,2018-02-16,-1.0,0.0,1.0,0.0
597,2018-02-16 08:32:00,2018-02-16 08:34:00,2018-02-16 08:34:00,2018-02-16 08:34:00,,LIN,201802167198108,2018-02-16,-2.0,0.0,2.0,0.0
598,2018-02-16 08:39:00,2018-02-16 08:41:00,2018-02-16 08:40:00,2018-02-16 08:41:00,,PMT,201802167198108,2018-02-16,-1.0,0.0,2.0,1.0
599,2018-02-16 08:45:00,2018-02-16 08:46:00,2018-02-16 08:45:00,2018-02-16 08:46:00,,FKK,201802167198108,2018-02-16,0.0,0.0,1.0,1.0
600,2018-02-16 09:07:00,,2018-02-16 09:06:00,,,GLQ,201802167198108,2018-02-16,1.0,,,
601,,2018-02-19 08:15:00,,2018-02-19 08:15:00,,EDB,201802197198108,2018-02-19,,0.0,,
602,2018-02-19 08:19:00,2018-02-19 08:20:00,2018-02-19 08:19:00,2018-02-19 08:19:00,,HYM,201802197198108,2018-02-19,0.0,1.0,1.0,0.0
603,2018-02-19 08:34:00,2018-02-19 08:36:00,2018-02-19 08:34:00,2018-02-19 08:34:00,,LIN,201802197198108,2018-02-19,0.0,2.0,2.0,0.0
604,2018-02-19 08:41:00,2018-02-19 08:42:00,2018-02-19 08:40:00,2018-02-19 08:41:00,,PMT,201802197198108,2018-02-19,1.0,1.0,1.0,1.0
605,2018-02-19 08:46:00,2018-02-19 08:47:00,2018-02-19 08:45:00,2018-02-19 08:46:00,,FKK,201802197198108,2018-02-19,1.0,1.0,1.0,1.0
606,2018-02-19 09:06:00,,2018-02-19 09:06:00,,,GLQ,201802197198108,2018-02-19,0.0,,,
607,,2018-02-20 08:15:00,,2018-02-20 08:15:00,832,EDB,201802207198108,2018-02-20,,0.0,,
608,2018-02-20 08:19:00,2018-02-20 08:21:00,2018-02-20 08:19:00,2018-02-20 08:19:00,832,HYM,201802207198108,2018-02-20,0.0,2.0,2.0,0.0
609,2018-02-20 08:36:00,2018-02-20 08:38:00,2018-02-20 08:34:00,2018-02-20 08:34:00,832,LIN,201802207198108,2018-02-20,2.0,4.0,2.0,0.0
610,2018-02-20 08:43:00,2018-02-20 08:45:00,2018-02-20 08:40:00,2018-02-20 08:41:00,832,PMT,201802207198108,2018-02-20,3.0,4.0,2.0,1.0
611,2018-02-20 08:49:00,2018-02-20 08:51:00,2018-02-20 08:45:00,2018-02-20 08:46:00,832,FKK,201802207198108,2018-02-20,4.0,5.0,2.0,1.0
612,2018-02-20 09:00:00,2018-02-20 09:02:00,2018-02-20 08:54:00,2018-02-20 08:54:00,832,CRO,201802207198108,2018-02-20,6.0,8.0,2.0,0.0
613,2018-02-20 09:08:00,2018-02-20 09:06:00,2018-02-20 08:57:00,2018-02-20 08:57:00,832,LNZ,201802207198108,2018-02-20,11.0,9.0,-2.0,0.0
614,2018-02-20 09:15:00,,2018-02-20 09:06:00,,832,GLQ,201802207198108,2018-02-20,9.0,,,
615,,2018-02-21 08:14:00,,2018-02-21 08:15:00,,EDB,201802217198108,2018-02-21,,-1.0,,
616,2018-02-21 08:19:00,2018-02-21 08:20:00,2018-02-21 08:19:00,2018-02-21 08:19:00,,HYM,201802217198108,2018-02-21,0.0,1.0,1.0,0.0
617,2018-02-21 08:33:00,2018-02-21 08:34:00,2018-02-21 08:34:00,2018-02-21 08:34:00,,LIN,201802217198108,2018-02-21,-1.0,0.0,1.0,0.0
618,2018-02-21 08:40:00,2018-02-21 08:41:00,2018-02-21 08:40:00,2018-02-21 08:41:00,,PMT,201802217198108,2018-02-21,0.0,0.0,1.0,1.0
619,2018-02-21 08:45:00,2018-02-21 08:46:00,2018-02-21 08:45:00,2018-02-21 08:46:00,,FKK,201802217198108,2018-02-21,0.0,0.0,1.0,1.0
620,2018-02-21 09:06:00,,2018-02-21 09:06:00,,,GLQ,201802217198108,2018-02-21,0.0,,,
621,,2018-02-22 08:16:00,,2018-02-22 08:15:00,,EDB,201802227198108,2018-02-22,,1.0,,
622,2018-02-22 08:19:00,2018-02-22 08:20:00,2018-02-22 08:19:00,2018-02-22 08:19:00,,HYM,201802227198108,2018-02-22,0.0,1.0,1.0,0.0
623,2018-02-22 08:34:00,2018-02-22 08:35:00,2018-02-22 08:34:00,2018-02-22 08:34:00,,LIN,201802227198108,2018-02-22,0.0,1.0,1.0,0.0
624,2018-02-22 08:40:00,2018-02-22 08:41:00,2018-02-22 08:40:00,2018-02-22 08:41:00,,PMT,201802227198108,2018-02-22,0.0,0.0,1.0,1.0
625,2018-02-22 08:45:00,2018-02-22 08:46:00,2018-02-22 08:45:00,2018-02-22 08:46:00,,FKK,201802227198108,2018-02-22,0.0,0.0,1.0,1.0
626,2018-02-22 09:06:00,,2018-02-22 09:06:00,,,GLQ,201802227198108,2018-02-22,0.0,,,
627,,2018-02-23 08:15:00,,2018-02-23 08:15:00,,EDB,201802237198108,2018-02-23,,0.0,,
628,2018-02-23 08:19:00,2018-02-23 08:20:00,2018-02-23 08:19:00,2018-02-23 08:19:00,,HYM,201802237198108,2018-02-23,0.0,1.0,1.0,0.0
