,actual_ta,actual_td,gbtt_pta,gbtt_ptd,late_canc_reason,location,rid,date_of_service,ta_diff,td_diff,actual_lay,gbtt_lay
629,2018-02-23 08:34:00,2018-02-23 08:35:00,2018-02-23 08:34:00,2018-02-23 08:34:00,,LIN,201802237198108,2018-02-23,0.0,1.0,1.0,0.0
630,2018-02-23 08:40:00,2018-02-23 08:41:00,2018-02-23 08:40:00,2018-02-23 08:41:00,,PMT,201802237198108,2018-02-23,0.0,0.0,1.0,1.0
631,2018-02-23 08:45:00,2018-02-23 08:46:00,2018-02-23 08:45:00,2018-02-23 08:46:00,,FKK,201802237198108,2018-02-23,0.0,0.0,1.0,1.0
632,2018-02-23 09:06:00,,2018-02-23 09:06:00,,,GLQ,201802237198108,2018-02-23,0.0,,,
633,,2018-02-26 08:14:00,,2018-02-26 08:15:00,,EDB,201802267198108,2018-02-26,,-1.0,,
634,2018-02-26 08:18:00,2018-02-26 08:19:00,2018-02-26 08:19:00,2018-02-26 08:19:00,,HYM,201802267198108,2018-02-26,-1.0,0.0,1.0,0.0
635,2018-02-26 08:52:00,2018-02-26 08:53:00,2018-02-26 08:34:00,2018-02-26 08:34:00,,LIN,201802267198108,2018-02-26,18.0,19.0,1.0,0.0
636,2018-02-26 08:59:00,2018-02-26 09:00:00,2018-02-26 08:40:00,2018-02-26 08:41:00,,PMT,201802267198108,2018-02-26,19.0,19.0,1.0,1.0
637,2018-02-26 09:05:00,2018-02-26 09:05:00,2018-02-26 08:45:00,2018-02-26 08:46:00,,FKK,201802267198108,2018-02-26,20.0,19.0,0.0,1.0
638,2018-02-26 09:31:00,,2018-02-26 09:06:00,,,GLQ,201802267198108,2018-02-26,25.0,,,
639,,2018-02-27 08:15:00,,2018-02-27 08:15:00,,EDB,201802277198108,2018-02-27,,0.0,,
640,2018-02-27 08:18:00,2018-02-27 08:19:00,2018-02-27 08:19:00,2018-02-27 08:19:00,,HYM,201802277198108,2018-02-27,-1.0,0.0,1.0,0.0
641,2018-02-27 08:32:00,2018-02-27 08:34:00,2018-02-27 08:34:00,2018-02-27 08:34:00,,LIN,201802277198108,2018-02-27,-2.0,0.0,2.0,0.0
642,2018-02-27 08:39:00,2018-02-27 08:40:00,2018-02-27 08:40:00,2018-02-27 08:41:00,,PMT,201802277198108,2018-02-27,-1.0,-1.0,1.0,1.0
643,2018-02-27 08:45:00,2018-02-27 08:46:00,2018-02-27 08:45:00,2018-02-27 08:46:00,,FKK,201802277198108,2018-02-27,0.0,0.0,1.0,1.0
644,2018-02-27 09:10:00,,2018-02-27 09:06:00,,,GLQ,201802277198108,2018-02-27,4.0,,,
645,,2018-03-05 08:15:00,,2018-03-05 08:15:00,,EDB,201803057198108,2018-03-05,,0.0,,
646,2018-03-05 08:18:00,2018-03-05 08:19:00,2018-03-05 08:19:00,2018-03-05 08:19:00,,HYM,201803057198108,2018-03-05,-1.0,0.0,1.0,0.0
647,2018-03-05 08:33:00,2018-03-05 08:34:00,2018-03-05 08:34:00,2018-03-05 08:34:00,,LIN,201803057198108,2018-03-05,-1.0,0.0,1.0,0.0
648,2018-03-05 08:40:00,2018-03-05 08:41:00,2018-03-05 08:40:00,2018-03-05 08:41:00,,PMT,201803057198108,2018-03-05,0.0,0.0,1.0,1.0
649,2018-03-05 08:45:00,2018-03-05 08:46:00,2018-03-05 08:45:00,2018-03-05 08:46:00,,FKK,201803057198108,2018-03-05,0.0,0.0,1.0,1.0
650,2018-03-05 09:08:00,,2018-03-05 09:06:00,,,GLQ,201803057198108,2018-03-05,2.0,,,
651,,2018-03-06 08:15:00,,2018-03-06 08:15:00,,EDB,201803067198108,2018-03-06,,0.0,,
652,2018-03-06 08:19:00,2018-03-06 08:20:00,2018-03-06 08:19:00,2018-03-06 08:19:00,,HYM,201803067198108,2018-03-06,0.0,1.0,1.0,0.0
653,2018-03-06 08:41:00,2018-03-06 08:42:00,2018-03-06 08:34:00,2018-03-06 08:34:00,,LIN,201803067198108,2018-03-06,7.0,8.0,1.0,0.0
654,2018-03-06 08:47:00,2018-03-06 08:48:00,2018-03-06 08:40:00,2018-03-06 08:41:00,,PMT,201803067198108,2018-03-06,7.0,7.0,1.0,1.0
655,2018-03-06 08:52:00,2018-03-06 08:53:00,2018-03-06 08:45:00,2018-03-06 08:46:00,,FKK,201803067198108,2018-03-06,7.0,7.0,1.0,1.0
656,2018-03-06 09:20:00,,2018-03-06 09:06:00,,,GLQ,201803067198108,2018-03-06,14.0,,,
657,,2018-03-07 08:15:00,,2018-03-07 08:15:00,,EDB,201803077198108,2018-03-07,,0.0,,
658,2018-03-07 08:19:00,2018-03-07 08:20:00,2018-03-07 08:19:00,2018-03-07 08:19:00,,HYM,201803077198108,2018-03-07,0.0,1.0,1.0,0.0
659,2018-03-07 08:34:00,2018-03-07 08:35:00,2018-03-07 08:34:00,2018-03-07 08:34:00,,LIN,201803077198108,2018-03-07,0.0,1.0,1.0,0.0
660,2018-03-07 08:41:00,2018-03-07 08:42:00,2018-03-07 08:40:00,2018-03-07 08:41:00,,PMT,201803077198108,2018-03-07,1.0,1.0,1.0,1.0
661,2018-03-07 08:46:00,2018-03-07 08:47:00,2018-03-07 08:45:00,2018-03-07 08:46:00,,FKK,201803077198108,2018-03-07,1.0,1.0,1.0,1.0
662,2018-03-07 09:08:00,,2018-03-07 09:06:00,,,GLQ,201803077198108,2018-03-07,2.0,,,
663,,2018-03-08 08:15:00,,2018-03-08 08:15:00,,EDB,201803087198108,2018-03-08,,0.0,,
664,2018-03-08 08:18:00,2018-03-08 08:19:00,2018-03-08 08:19:00,2018-03-08 08:19:00,,HYM,201803087198108,2018-03-08,-1.0,0.0,1.0,0.0
665,2018-03-08 08:33:00,2018-03-08 08:34:00,2018-03-08 08:34:00,2018-03-08 08:34:00,,LIN,201803087198108,2018-03-08,-1.0,0.0,1.0,0.0
666,2018-03-08 08:39:00,2018-03-08 08:41:00,2018-03-08 08:40:00,2018-03-08 08:41:00,,PMT,201803087198108,2018-03-08,-1.0,0.0,2.0,1.0
667,2018-03-08 08:45:00,2018-03-08 08:46:00,2018-03-08 08:45:00,2018-03-08 08:46:00,,FKK,201803087198108,2018-03-08,0.0,0.0,1.0,1.0
668,2018-03-08 09:15:00,,2018-03-08 09:06:00,,,GLQ,201803087198108,2018-03-08,9.0,,,
669,,2018-03-09 08:15:00,,2018-03-09 08:15:00,,EDB,201803097198108,2018-03-09,,0.0,,
670,2018-03-09 08:22:00,2018-03-09 08:23:00,2018-03-09 08:19:00,2018-03-09 08:19:00,,HYM,201803097198108,2018-03-09,3.0,4.0,1.0,0.0
671,2018-03-09 08:38:00,2018-03-09 08:39:00,2018-03-09 08:34:00,2018-03-09 08:34:00,,LIN,201803097198108,2018-03-09,4.0,5.0,1.0,0.0
672,2018-03-09 08:45:00,2018-03-09 08:46:00,2018-03-09 08:40:00,2018-03-09 08:41:00,,PMT,201803097198108,2018-03-09,5.0,5.0,1.0,1.0
673,2018-03-09 08:50:00,2018-03-09 08:51:00,2018-03-09 08:45:00,2018-03-09 08:46:00,,FKK,201803097198108,2018-03-09,5.0,5.0,1.0,1.0
674,2018-03-09 09:10:00,,2018-03-09 09:06:00,,,GLQ,201803097198108,2018-03-09,4.0,,,
675,,2018-03-12 08:15:00,,2018-03-12 08:15:00,,EDB,201803127198108,2018-03-12,,0.0,,
676,2018-03-12 08:19:00,2018-03-12 08:20:00,2018-03-12 08:19:00,2018-03-12 08:19:00,,HYM,201803127198108,2018-03-12,0.0,1.0,1.0,0.0
677,2018-03-12 08:34:00,2018-03-12 08:35:00,2018-03-12 08:34:00,2018-03-12 08:34:00,,LIN,201803127198108,2018-03-12,0.0,1.0,1.0,0.0
678,2018-03-12 08:40:00,2018-03-12 08:41:00,2018-03-12 08:40:00,2018-03-12 08:41:00,,PMT,201803127198108,2018-03-12,0.0,0.0,1.0,1.0
679,2018-03-12 08:45:00,2018-03-12 08:46:00,2018-03-12 08:45:00,2018-03-12 08:46:00,,FKK,201803127198108,2018-03-12,0.0,0.0,1.0,1.0
680,2018-03-12 09:05:00,,2018-03-12 09:06:00,,,GLQ,201803127198108,2018-03-12,-1.0,,,
681,,2018-03-13 08:15:00,,2018-03-13 08:15:00,,EDB,201803137198108,2018-03-13,,0.0,,
682,2018-03-13 08:18:00,2018-03-13 08:20:00,2018-03-13 08:19:00,2018-03-13 08:19:00,,HYM,201803137198108,2018-03-13,-1.0,1.0,2.0,0.0
683,2018-03-13 08:34:00,2018-03-13 08:35:00,2018-03-13 08:34:00,2018-03-13 08:34:00,,LIN,201803137198108,2018-03-13,0.0,1.0,1.0,0.0
684,2018-03-13 08:41:00,2018-03-13 08:42:00,2018-03-13 08:40:00,2018-03-13 08:41:00,,PMT,201803137198108,2018-03-13,1.0,1.0,1.0,1.0
685,2018-03-13 08:46:00,2018-03-13 08:47:00,2018-03-13 08:45:00,2018-03-13 08:46:00,,FKK,201803137198108,2018-03-13,1.0,1.0,1.0,1.0
686,2018-03-13 09:07:00,,2018-03-13 09:06:00,,,GLQ,201803137198108,2018-03-13,1.0,,,
687,,2018-03-14 08:15:00,,2018-03-14 08:15:00,,EDB,201803147198108,2018-03-14,,0.0,,
688,2018-03-14 08:19:00,2018-03-14 08:19:00,2018-03-14 08:19:00,2018-03-14 08:19:00,,HYM,201803147198108,2018-03-14,0.0,0.0,0.0,0.0
689,2018-03-14 08:33:00,2018-03-14 08:34:00,2018-03-14 08:34:00,2018-03-14 08:34:00,,LIN,201803147198108,2018-03-14,-1.0,0.0,1.0,0.0
690,2018-03-14 08:39:00,2018-03-14 08:41:00,2018-03-14 08:40:00,2018-03-14 08:41:00,,PMT,201803147198108,2018-03-14,-1.0,0.0,2.0,1.0
691,2018-03-14 08:45:00,2018-03-14 08:46:00,2018-03-14 08:45:00,2018-03-14 08:46:00,,FKK,201803147198108,2018-03-14,0.0,0.0,1.0,1.0
692,2018-03-14 09:08:00,,2018-03-14 09:06:00,,,GLQ,201803147198108,2018-03-14,2.0,,,
693,,2018-03-15 08:15:00,,2018-03-15 08:15:00,,EDB,201803157198108,2018-03-15,,0.0,,
694,2018-03-15 08:19:00,2018-03-15 08:19:00,2018-03-15 08:19:00,2018-03-15 08:19:00,,HYM,201803157198108,2018-03-15,0.0,0.0,0.0,0.0
695,2018-03-15 08:33:00,2018-03-15 08:34:00,2018-03-15 08:34:00,2018-03-15 08:34:00,,LIN,201803157198108,2018-03-15,-1.0,0.0,1.0,0.0
696,2018-03-15 08:39:00,2018-03-15 08:41:00,2018-03-15 08:40:00,2018-03-15 08:41:00,,PMT,201803157198108,2018-03-15,-1.0,0.0,2.0,1.0
697,2018-03-15 08:45:00,2018-03-15 08:46:00,2018-03-15 08:45:00,2018-03-15 08:46:00,,FKK,201803157198108,2018-03-15,0.0,0.0,1.0,1.0
698,2018-03-15 09:06:00,,2018-03-15 09:06:00,,,GLQ,201803157198108,2018-03-15,0.0,,,
699,,2018-03-16 08:15:00,,2018-03-16 08:15:00,,EDB,201803167198108,2018-03-16,,0.0,,
700,2018-03-16 08:19:00,2018-03-16 08:20:00,2018-03-16 08:19:00,2018-03-16 08:19:00,,HYM,201803167198108,2018-03-16,0.0,1.0,1.0,0.0
701,2018-03-16 08:33:00,2018-03-16 08:34:00,2018-03-16 08:34:00,2018-03-16 08:34:00,,LIN,201803167198108,2018-03-16,-1.0,0.0,1.0,0.0
702,2018-03-16 08:40:00,2018-03-16 08:41:00,2018-03-16 08:40:00,2018-03-16 08:41:00,,PMT,201803167198108,2018-03-16,0.0,0.0,1.0,1.0
703,2018-03-16 08:45:00,2018-03-16 08:46:00,2018-03-16 08:45:00,2018-03-16 08:46:00,,FKK,201803167198108,2018-03-16,0.0,0.0,1.0,1.0
704,2018-03-16 09:07:00,,2018-03-16 09:06:00,,,GLQ,201803167198108,2018-03-16,1.0,,,
705,,2018-03-19 08:15:00,,2018-03-19 08:15:00,,EDB,201803197198108,2018-03-19,,0.0,,
706,2018-03-19 08:18:00,2018-03-19 08:19:00,2018-03-19 08:19:00,2018-03-19 08:19:00,,HYM,201803197198108,2018-03-19,-1.0,0.0,1.0,0.0
707,2018-03-19 08:32:00,2018-03-19 08:34:00,2018-03-19 08:34:00,2018-03-19 08:34:00,,LIN,201803197198108,2018-03-19,-2.0,0.0,2.0,0.0
708,2018-03-19 08:39:00,2018-03-19 08:41:00,2018-03-19 08:40:00,2018-03-19 08:41:00,,PMT,201803197198108,2018-03-19,-1.0,0.0,2.0,1.0
709,2018-03-19 08:45:00,2018-03-19 08:46:00,2018-03-19 08:45:00,2018-03-19 08:46:00,,FKK,201803197198108,2018-03-19,0.0,0.0,1.0,1.0
710,2018-03-19 09:07:00,,2018-03-19 09:06:00,,,GLQ,201803197198108,2018-03-19,1.0,,,
711,,2018-03-20 08:15:00,,2018-03-20 08:15:00,,EDB,201803207198108,2018-03-20,,0.0,,
712,2018-03-20 08:19:00,2018-03-20 08:20:00,2018-03-20 08:19:00,2018-03-20 08:19:00,,HYM,201803207198108,2018-03-20,0.0,1.0,1.0,0.0
713,2018-03-20 08:33:00,2018-03-20 08:34:00,2018-03-20 08:34:00,2018-03-20 08:34:00,,LIN,201803207198108,2018-03-20,-1.0,0.0,1.0,0.0
714,2018-03-20 08:39:00,2018-03-20 08:41:00,2018-03-20 08:40:00,2018-03-20 08:41:00,,PMT,201803207198108,2018-03-20,-1.0,0.0,2.0,1.0
715,2018-03-20 08:45:00,2018-03-20 08:46:00,2018-03-20 08:45:00,2018-03-20 08:46:00,,FKK,201803207198108,2018-03-20,0.0,0.0,1.0,1.0
716,2018-03-20 09:09:00,,2018-03-20 09:06:00,,,GLQ,201803207198108,2018-03-20,3.0,,,
717,,2018-03-21 08:15:00,,2018-03-21 08:15:00,,EDB,201803217198108,2018-03-21,,0.0,,
718,2018-03-21 08:19:00,2018-03-21 08:20:00,2018-03-21 08:19:00,2018-03-21 08:19:00,,HYM,201803217198108,2018-03-21,0.0,1.0,1.0,0.0
719,2018-03-21 08:34:00,2018-03-21 08:35:00,2018-03-21 08:34:00,2018-03-21 08:34:00,,LIN,201803217198108,2018-03-21,0.0,1.0,1.0,0.0
720,2018-03-21 08:40:00,2018-03-21 08:41:00,2018-03-21 08:40:00,2018-03-21 08:41:00,,PMT,201803217198108,2018-03-21,0.0,0.0,1.0,1.0
721,2018-03-21 08:46:00,2018-03-21 08:47:00,2018-03-21 08:45:00,2018-03-21 08:46:00,,FKK,201803217198108,2018-03-21,1.0,1.0,1.0,1.0
722,2018-03-21 09:08:00,,2018-03-21 09:06:00,,,GLQ,201803217198108,2018-03-21,2.0,,,
723,,2018-03-22 08:15:00,,2018-03-22 08:15:00,,EDB,201803227198108,2018-03-22,,0.0,,
724,2018-03-22 08:18:00,2018-03-22 08:19:00,2018-03-22 08:19:00,2018-03-22 08:19:00,,HYM,201803227198108,2018-03-22,-1.0,0.0,1.0,0.0
725,2018-03-22 08:33:00,2018-03-22 08:34:00,2018-03-22 08:34:00,2018-03-22 08:34:00,,LIN,201803227198108,2018-03-22,-1.0,0.0,1.0,0.0
726,2018-03-22 08:39:00,2018-03-22 08:41:00,2018-03-22 08:40:00,2018-03-22 08:41:00,,PMT,201803227198108,2018-03-22,-1.0,0.0,2.0,1.0
727,2018-03-22 08:45:00,2018-03-22 08:46:00,2018-03-22 08:45:00,2018-03-22 08:46:00,,FKK,201803227198108,2018-03-22,0.0,0.0,1.0,1.0
728,2018-03-22 09:07:00,,2018-03-22 09:06:00,,,GLQ,201803227198108,2018-03-22,1.0,,,
729,,2018-03-23 08:14:00,,2018-03-23 08:15:00,,EDB,201803237198108,2018-03-23,,-1.0,,
730,2018-03-23 08:18:00,2018-03-23 08:19:00,2018-03-23 08:19:00,2018-03-23 08:19:00,,HYM,201803237198108,2018-03-23,-1.0,0.0,1.0,0.0
731,2018-03-23 08:33:00,2018-03-23 08:34:00,2018-03-23 08:34:00,2018-03-23 08:34:00,,LIN,201803237198108,2018-03-23,-1.0,0.0,1.0,0.0
732,2018-03-23 08:39:00,2018-03-23 08:41:00,2018-03-23 08:40:00,2018-03-23 08:41:00,,PMT,201803237198108,2018-03-23,-1.0,0.0,2.0,1.0
733,2018-03-23 08:45:00,2018-03-23 08:46:00,2018-03-23 08:45:00,2018-03-23 08:46:00,,FKK,201803237198108,2018-03-23,0.0,0.0,1.0,1.0
734,2018-03-23 09:06:00,,2018-03-23 09:06:00,,,GLQ,201803237198108,2018-03-23,0.0,,,
735,,2018-03-26 08:15:00,,2018-03-26 08:15:00,,EDB,201803267198108,2018-03-26,,0.0,,
736,2018-03-26 08:18:00,2018-03-26 08:19:00,2018-03-26 08:19:00,2018-03-26 08:19:00,,HYM,201803267198108,2018-03-26,-1.0,0.0,1.0,0.0
737,2018-03-26 08:32:00,2018-03-26 08:34:00,2018-03-26 08:34:00,2018-03-26 08:34:00,,LIN,201803267198108,2018-03-26,-2.0,0.0,2.0,0.0
738,2018-03-26 08:39:00,2018-03-26 08:41:00,2018-03-26 08:40:00,2018-03-26 08:41:00,,PMT,201803267198108,2018-03-26,-1.0,0.0,2.0,1.0
739,2018-03-26 08:45:00,2018-03-26 08:46:00,2018-03-26 08:45:00,2018-03-26 08:46:00,,FKK,201803267198108,2018-03-26,0.0,0.0,1.0,1.0
740,2018-03-26 09:06:00,,2018-03-26 09:06:00,,,GLQ,201803267198108,2018-03-26,0.0,,,
741,,2018-01-29 08:16:00,,2018-01-29 08:15:00,,EDB,201801297198108,2018-01-29,,1.0,,
742,2018-01-29 08:19:00,2018-01-29 08:20:00,2018-01-29 08:19:00,2018-01-29 08:19:00,,HYM,201801297198108,2018-01-29,0.0,1.0,1.0,0.0
743,2018-01-29 08:37:00,2018-01-29 08:38:00,2018-01-29 08:34:00,2018-01-29 08:34:00,,LIN,201801297198108,2018-01-29,3.0,4.0,1.0,0.0
744,2018-01-29 08:43:00,2018-01-29 08:44:00,2018-01-29 08:40:00,2018-01-29 08:41:00,,PMT,201801297198108,2018-01-29,3.0,3.0,1.0,1.0
745,2018-01-29 08:49:00,2018-01-29 08:50:00,2018-01-29 08:45:00,2018-01-29 08:46:00,,FKK,201801297198108,2018-01-29,4.0,4.0,1.0,1.0
746,2018-01-29 09:10:00,,2018-01-29 09:11:00,,,GLQ,201801297198108,2018-01-29,-1.0,,,
747,,2018-01-30 08:14:00,,2018-01-30 08:15:00,,EDB,201801307198108,2018-01-30,,-1.0,,
748,2018-01-30 08:18:00,2018-01-30 08:19:00,2018-01-30 08:19:00,2018-01-30 08:19:00,,HYM,201801307198108,2018-01-30,-1.0,0.0,1.0,0.0
749,2018-01-30 08:34:00,2018-01-30 08:35:00,2018-01-30 08:34:00,2018-01-30 08:34:00,,LIN,201801307198108,2018-01-30,0.0,1.0,1.0,0.0
750,2018-01-30 08:41:00,2018-01-30 08:41:00,2018-01-30 08:40:00,2018-01-30 08:41:00,,PMT,201801307198108,2018-01-30,1.0,0.0,0.0,1.0
751,2018-01-30 08:46:00,2018-01-30 08:46:00,2018-01-30 08:45:00,2018-01-30 08:46:00,,FKK,201801307198108,2018-01-30,1.0,0.0,0.0,1.0
752,2018-01-30 09:07:00,,2018-01-30 09:11:00,,,GLQ,201801307198108,2018-01-30,-4.0,,,
753,,2018-01-31 08:18:00,,2018-01-31 08:15:00,,EDB,201801317198108,2018-01-31,,3.0,,
754,2018-01-31 08:22:00,2018-01-31 08:23:00,2018-01-31 08:19:00,2018-01-31 08:19:00,,HYM,201801317198108,2018-01-31,3.0,4.0,1.0,0.0
755,2018-01-31 08:40:00,2018-01-31 08:41:00,2018-01-31 08:34:00,2018-01-31 08:34:00,,LIN,201801317198108,2018-01-31,6.0,7.0,1.0,0.0
756,2018-01-31 08:47:00,2018-01-31 08:48:00,2018-01-31 08:40:00,2018-01-31 08:41:00,,PMT,201801317198108,2018-01-31,7.0,7.0,1.0,1.0
757,2018-01-31 08:52:00,2018-01-31 08:53:00,2018-01-31 08:45:00,2018-01-31 08:46:00,,FKK,201801317198108,2018-01-31,7.0,7.0,1.0,1.0
758,2018-01-31 09:13:00,,2018-01-31 09:11:00,,,GLQ,201801317198108,2018-01-31,2.0,,,
759,,2018-02-01 08:24:00,,2018-02-01 08:15:00,574,EDB,201802017198108,2018-02-01,,9.0,,
760,2018-02-01 08:28:00,2018-02-01 08:32:00,2018-02-01 08:19:00,2018-02-01 08:19:00,574,HYM,201802017198108,2018-02-01,9.0,13.0,4.0,0.0
761,2018-02-01 08:49:00,2018-02-01 08:50:00,2018-02-01 08:34:00,2018-02-01 08:34:00,574,LIN,201802017198108,2018-02-01,15.0,16.0,1.0,0.0
762,2018-02-01 08:56:00,2018-02-01 08:57:00,2018-02-01 08:40:00,2018-02-01 08:41:00,574,PMT,201802017198108,2018-02-01,16.0,16.0,1.0,1.0
763,2018-02-01 09:02:00,2018-02-01 09:03:00,2018-02-01 08:45:00,2018-02-01 08:46:00,574,FKK,201802017198108,2018-02-01,17.0,17.0,1.0,1.0
764,2018-02-01 09:24:00,,2018-02-01 09:11:00,,574,GLQ,201802017198108,2018-02-01,13.0,,,
765,,2018-02-02 08:15:00,,2018-02-02 08:15:00,,EDB,201802027198108,2018-02-02,,0.0,,
766,2018-02-02 08:19:00,2018-02-02 08:20:00,2018-02-02 08:19:00,2018-02-02 08:19:00,,HYM,201802027198108,2018-02-02,0.0,1.0,1.0,0.0
767,2018-02-02 08:36:00,2018-02-02 08:37:00,2018-02-02 08:34:00,2018-02-02 08:34:00,,LIN,201802027198108,2018-02-02,2.0,3.0,1.0,0.0
768,2018-02-02 08:42:00,2018-02-02 08:43:00,2018-02-02 08:40:00,2018-02-02 08:41:00,,PMT,201802027198108,2018-02-02,2.0,2.0,1.0,1.0
769,2018-02-02 08:47:00,2018-02-02 08:48:00,2018-02-02 08:45:00,2018-02-02 08:46:00,,FKK,201802027198108,2018-02-02,2.0,2.0,1.0,1.0
770,2018-02-02 09:07:00,,2018-02-02 09:11:00,,,GLQ,201802027198108,2018-02-02,-4.0,,,
771,,2018-02-28 08:28:00,,2018-02-28 08:15:00,,EDB,201802287198108,2018-02-28,,13.0,,
772,2018-02-28 08:31:00,2018-02-28 08:32:00,2018-02-28 08:19:00,2018-02-28 08:19:00,,HYM,201802287198108,2018-02-28,12.0,13.0,1.0,0.0
773,2018-02-28 08:45:00,2018-02-28 08:46:00,2018-02-28 08:34:00,2018-02-28 08:34:00,,LIN,201802287198108,2018-02-28,11.0,12.0,1.0,0.0
774,2018-02-28 08:51:00,2018-02-28 08:52:00,2018-02-28 08:40:00,2018-02-28 08:41:00,,PMT,201802287198108,2018-02-28,11.0,11.0,1.0,1.0
775,2018-02-28 08:57:00,2018-02-28 08:58:00,2018-02-28 08:45:00,2018-02-28 08:46:00,,FKK,201802287198108,2018-02-28,12.0,12.0,1.0,1.0
776,2018-02-28 09:07:00,2018-02-28 09:08:00,2018-02-28 08:54:00,2018-02-28 08:54:00,,CRO,201802287198108,2018-02-28,13.0,14.0,1.0,0.0
777,2018-02-28 09:21:00,,2018-02-28 09:16:00,,,GLQ,201802287198108,2018-02-28,5.0,,,
778,,,,2018-03-01 08:15:00,820,EDB,201803017198108,2018-03-01,,,,
779,,,2018-03-01 08:19:00,2018-03-01 08:19:00,820,HYM,201803017198108,2018-03-01,,,,0.0
780,,,2018-03-01 08:34:00,2018-03-01 08:34:00,820,LIN,201803017198108,2018-03-01,,,,0.0
781,,,2018-03-01 08:40:00,2018-03-01 08:41:00,820,PMT,201803017198108,2018-03-01,,,,1.0
782,,,2018-03-01 08:45:00,2018-03-01 08:46:00,820,FKK,201803017198108,2018-03-01,,,,1.0
783,,,2018-03-01 09:16:00,,820,GLQ,201803017198108,2018-03-01,,,,
784,,2018-01-30 08:48:00,,2018-01-30 08:45:00,,EDB,201801307198124,2018-01-30,,3.0,,
785,2018-01-30 08:53:00,2018-01-30 08:56:00,2018-01-30 08:50:00,2018-01-30 08:51:00,,HYM,201801307198124,2018-01-30,3.0,5.0,3.0,1.0
786,2018-01-30 09:12:00,2018-01-30 09:13:00,2018-01-30 09:06:00,2018-01-30 09:06:00,,LIN,201801307198124,2018-01-30,6.0,7.0,1.0,0.0
787,2018-01-30 09:18:00,2018-01-30 09:19:00,2018-01-30 09:12:00,2018-01-30 09:13:00,,PMT,201801307198124,2018-01-30,6.0,6.0,1.0,1.0
788,2018-01-30 09:23:00,2018-01-30 09:24:00,2018-01-30 09:17:00,2018-01-30 09:18:00,,FKK,201801307198124,2018-01-30,6.0,6.0,1.0,1.0
789,2018-01-30 09:43:00,,2018-01-30 09:38:00,,,GLQ,201801307198124,2018-01-30,5.0,,,
790,,2018-01-31 08:46:00,,2018-01-31 08:45:00,,EDB,201801317198124,2018-01-31,,1.0,,
791,2018-01-31 08:49:00,2018-01-31 08:50:00,2018-01-31 08:50:00,2018-01-31 08:51:00,,HYM,201801317198124,2018-01-31,-1.0,-1.0,1.0,1.0
792,2018-01-31 09:13:00,2018-01-31 09:14:00,2018-01-31 09:06:00,2018-01-31 09:06:00,,LIN,201801317198124,2018-01-31,7.0,8.0,1.0,0.0
793,2018-01-31 09:19:00,2018-01-31 09:20:00,2018-01-31 09:12:00,2018-01-31 09:13:00,,PMT,201801317198124,2018-01-31,7.0,7.0,1.0,1.0
794,2018-01-31 09:25:00,2018-01-31 09:25:00,2018-01-31 09:17:00,2018-01-31 09:18:00,,FKK,201801317198124,2018-01-31,8.0,7.0,0.0,1.0
795,2018-01-31 09:46:00,,2018-01-31 09:38:00,,,GLQ,201801317198124,2018-01-31,8.0,,,
796,,2018-02-01 08:48:00,,2018-02-01 08:45:00,,EDB,201802017198124,2018-02-01,,3.0,,
797,2018-02-01 08:52:00,2018-02-01 08:53:00,2018-02-01 08:50:00,2018-02-01 08:51:00,,HYM,201802017198124,2018-02-01,2.0,2.0,1.0,1.0
798,2018-02-01 09:09:00,2018-02-01 09:11:00,2018-02-01 09:06:00,2018-02-01 09:06:00,,LIN,201802017198124,2018-02-01,3.0,5.0,2.0,0.0
799,2018-02-01 09:16:00,2018-02-01 09:17:00,2018-02-01 09:12:00,2018-02-01 09:13:00,,PMT,201802017198124,2018-02-01,4.0,4.0,1.0,1.0
800,2018-02-01 09:21:00,2018-02-01 09:22:00,2018-02-01 09:17:00,2018-02-01 09:18:00,,FKK,201802017198124,2018-02-01,4.0,4.0,1.0,1.0
801,2018-02-01 09:43:00,,2018-02-01 09:38:00,,,GLQ,201802017198124,2018-02-01,5.0,,,
802,,2018-02-05 08:47:00,,2018-02-05 08:45:00,,EDB,201802057198124,2018-02-05,,2.0,,
803,2018-02-05 08:50:00,2018-02-05 08:52:00,2018-02-05 08:50:00,2018-02-05 08:51:00,,HYM,201802057198124,2018-02-05,0.0,1.0,2.0,1.0
804,2018-02-05 09:06:00,2018-02-05 09:07:00,2018-02-05 09:06:00,2018-02-05 09:06:00,,LIN,201802057198124,2018-02-05,0.0,1.0,1.0,0.0
805,2018-02-05 09:13:00,2018-02-05 09:14:00,2018-02-05 09:12:00,2018-02-05 09:13:00,,PMT,201802057198124,2018-02-05,1.0,1.0,1.0,1.0
806,2018-02-05 09:18:00,2018-02-05 09:19:00,2018-02-05 09:17:00,2018-02-05 09:18:00,,FKK,201802057198124,2018-02-05,1.0,1.0,1.0,1.0
807,2018-02-05 09:39:00,,2018-02-05 09:38:00,,,GLQ,201802057198124,2018-02-05,1.0,,,
808,,2018-02-06 08:47:00,,2018-02-06 08:45:00,,EDB,201802067198124,2018-02-06,,2.0,,
809,2018-02-06 08:52:00,2018-02-06 08:53:00,2018-02-06 08:50:00,2018-02-06 08:51:00,,HYM,201802067198124,2018-02-06,2.0,2.0,1.0,1.0
